Security Code,Security Id,Security Name
513269,MANINDS,MAN INDUSTRIES (INDIA) LTD.-$
513291,PREMPIPES,PREMIER PIPES LTD.
513295,IMEC,Imec Services Ltd
513303,MDRNSTL,MODERN STEELS LTD.-$
513305,TERRASCOPE,Terrascope Ventures Ltd
513307,SYNTHFO,SYNTHIKO FOILS LTD.
513309,GOLKONDA,Golkonda Aluminium Extrusions Ltd-$
513335,METALFORGE,Metalyst Forgings Limited
513343,GRANDFONRY,GRAND FOUNDRY LTD.
513349,AJMERA,AJMERA REALTY & INFRA INDIA LTD.
513353,COCHINM,COCHIN MINERALS & RUTILE LTD.-$
513361,ISWL,INDIA STEEL WORKS LTD.
513369,RJKMRFR,RAJKUMAR FORGE LTD.
513375,CARBORUNIV,CARBORUNDUM UNIVERSAL LTD.
513377,MMTC,MMTC LTD.
513397,VALLABHSQ,VALLABH STEELS LTD.-$
513401,ASHIS,ASHIANA ISPAT LTD.
513403,PMTELELIN,P.M.TELELINNKS LTD.
513418,SMFIL,Smiths & Founders (India) Limited
513422,BLOIN,BLOOM INDUSTRIES LTD.
513430,MAITRI,Maitri Enterprises Ltd
513434,TATAMETALI,TATA METALIKS LTD.
513436,SHAHALLOYS,SHAH ALLOYS LTD.
513446,MONNETISPA,MONNET ISPAT & ENERGY LTD.
513452,ELANGO,ELANGO INDUSTRIES LTD.
513456,KANSHST,KANISHK STEEL INDUSTRIES LTD.
513460,MAHALXSE,MAHALAXMI SEAMLESS LTD.-$
513472,SIMPLEXCAS,SIMPLEX CASTINGS LTD.
513488,SSWRL,SHREE STEEL WIRE ROPES LTD.
513496,MEWATZI,MEWAT ZINC LTD.
513498,SOUTHMG,SOUTHERN MAGNESIUM & CHEMICALS LTD.
513502,BAROEXT,BARODA EXTRUSION LTD.
513507,GUJCONT,GUJARAT CONTAINERS LTD.
513509,KALYANIFRG,KALYANI FORGE LTD.
513511,PANCHMAHQ,PANCHMAHAL STEEL LTD.
513513,ADITYA,ADITYA ISPAT LTD.
513515,SRIND,S.R.INDUSTRIES LTD.
513517,STEELCAS,STEELCAST LTD.
513519,PITTIENG,Pitti Engineering Ltd-$
513528,GLITTEKG,GLITTEK GRANITES LTD.
513532,PRADPME,PRADEEP METALS LTD.
513536,GNRL,Gujarat Natural Resources Limited
513540,TNSTLTU,TAMILNADU STEEL TUBES LTD.
513544,MSCTC,MARDIA SAMYOUNG CAPILLARY TUBES COMPANY LTD.
513548,SHRDAIS,SHARDA ISPAT LTD.
513554,MAHASTEEL,MAHAMAYA STEEL INDUSTRIES LTD.
513558,REALSTR,REAL STRIPS LTD.-$
513566,NOVIS,NOVA IRON & STEEL LTD.
513579,FFPL,FOUNDRY FUEL PRODUCTS LTD.
513599,HINDCOPPER,HINDUSTAN COPPER LTD.
513605,SRIPIPES,Srikalahasthi Pipes Limited
513642,AXELPOLY,AXEL POLYMERS LTD.
513683,NLCINDIA,NLC India Ltd
513687,SPECTRA,SPECTRA INDUSTRIES LTD.
513691,JMTAUTOLTD,JMT AUTO LTD.
513693,KAJARIR,KIC METALIKS LTD.
513699,SOLIDSTON,SOLID STONE COMPANY LTD.
513709,SHILGRAVQ,SHILP GRAVURES LTD.-$
513713,WHITEORG,White Organic Agro Ltd
513723,HIMGRANI,HIMALAYA GRANITES LTD.-$
513729,AROGRANITE,ARO GRANITE INDUSTRIES LTD.-$
514010,HIMFIBP,HIMACHAL FIBRES LTD.
514028,RAJKSYN,RAJKAMAL SYNTHETICS LTD.
514030,DEEPAKSP,DEEPAK SPINNERS LTD.-$
514034,JBFIND,JBF INDUSTRIES LTD.
514036,LOYALTEX,LOYAL TEXTILE MILLS LTD.-$
514043,HIMATSEIDE,HIMATSINGKA SEIDE LTD.
514045,BSL,BSL LTD.
514060,EVERTEX,Evergreen Textiles Limited
514087,PBMPOLY,PBM POLYTEX LTD.-$
514113,ADINATH,ADINATH TEXTILES LTD.
514128,KONARKSY,KONARK SYNTHETIC LTD.
514138,SURYALA,SURYALATA SPINNING MILLS LTD.-$
514140,SURYVANSP,SURYAVANSHI SPINNING MILLS LTD.-$
514142,TTL,T T LTD.-$
514162,WELSPUNIND,WELSPUN INDIA LTD.
514165,INDIANACRY,INDIAN ACRYLICS LTD.
514167,GANECOS,GANESHA ECOSPHERE LTD.
514171,CEETAIN,CEETA INDUSTRIES LTD.
514175,VARDMNPOLY,VARDHMAN POLYTEX LTD.
514183,BLACKROSE,BLACK ROSE INDUSTRIES LTD.
514197,STCORP,S&T CORPORATION LTD.
514211,SUMEETINDS,SUMEET INDUSTRIES LTD.-$
514215,BINNY,BINNY LTD.
514223,RAMGOPOLY,RAMGOPAL POLYTEX LTD.
514234,SANGAMIND,SANGAM (INDIA) LTD.
514236,TTLEL,TTL Enterprises Ltd
514238,IKAB,IKAB SECURITIES & INVESTMENT LTD.
514240,KUSHIND,Kush Industries Ltd
514248,SRECR,SREECHEM RESINS LTD.
514264,SEASONST,SEASONS TEXTILES LTD.-$
514266,ZENIFIB,ZENITH FIBRES LTD.-$
514272,BHILSPIN,BHILWARA SPINNERS LTD.
514274,AARVEEDEN,AARVEE DENIMS & EXPORTS LTD.
514280,SANTETX,SANRHEA TECHNICAL TEXTILES LTD.
514286,ASHIMASYN,ASHIMA LTD.
514300,PIONEEREMB,PIONEER EMBROIDERIES LTD.-$
514302,VIPPYSP,VIPPY SPINPRO LTD.
514312,JAIHINDS,JAIHIND SYNTHETICS LTD.
514316,RAGHUSYN,RAGHUVIR SYNTHETICS LTD.
514318,JATTAINDUS,JATTASHANKAR INDUSTIES LTD.
514322,KAMADGIRI,KAMADGIRI FASHION LTD.-$
514324,OMNITEX,OMNITEX INDUSTRIES (INDIA) LTD.
514326,PATSPINLTD,PATSPIN INDIA LTD.
514330,OBRSESY,OVERSEAS SYNTHETICS LTD.
514332,NEOINFRA,NEO INFRACON LTD.
514336,GENESIS,Genesis Ibrc India Ltd
514354,PREMIERPOL,PREMIER POLYFILM LTD.
514358,EVERLON,EVERLON SYNTHETICS LTD.
514360,KRRAIL,K&R Rail Engineering Ltd
514378,YARNSYN,YARN SYNDICATE LTD.
514386,GUJCOTEX,GUJARAT COTEX LTD.
514394,AJIL,Atlas Jewellery India Limited
514400,GARWSYN,GARWARE SYNTHETICS LTD.
514402,SHARDFI,SHARAD FIBRES & YARN PROCESSORS LTD.
514412,SARUPINDUS,SARUP INDUSTRIES LTD.-$
514418,MANORG,Mangalam Organics Limited
514428,HINDADH,HINDUSTAN ADHESIVES LTD.
514440,BPTEX,Blue Pearl Texspin Limited
514442,SRIKPRIND,SRI KPR INDUSTRIES LTD.
514448,JYOTIRES,JYOTI RESINS & ADHESIVES LTD.
514450,MHLXMIRU,MAHALAXMI RUBTECH LTD.
514454,SOUTLAT,SOUTHERN LATEX LTD.
514460,OSWAYRN,OSWAL YARNS LTD.
514470,WINSOMTX,WINSOME TEXTILE INDUSTRIES LTD.-$
514482,ASAHIIND,Asahi Industries Limited
515030,ASAHIINDIA,ASAHI INDIA GLASS LTD.
515037,MURUDCERA,MURUDESHWAR CERAMICS LTD.
515043,SAINTGOBAIN,SAINT-GOBAIN SEKURIT INDIA LTD.
515055,ANANTRAJ,Anant Raj Limited-$
515059,MADHUDIN,MADHUSUDAN INDUSTRIES LTD.
515085,RESTILE,RESTILE CERAMICS LTD.
515093,MADHAV,MADHAV MARBLES & GRANITES LTD.
515127,RAMASIGNS,Ramasigns Industries Ltd
515145,HINDNATGLS,HINDUSTHAN NATIONAL GLASS & INDUSTRIES LTD.-$
515147,HALDYNGL,Haldyn Glass Ltd-$
516003,DUROPLY,Duroply Industries Ltd
516007,MANGTIMBER,MANGALAM TIMBER PRODUCTS LTD.
516016,SHREYANIND,SHREYANS INDUSTRIES LTD.-$
516020,AGIOPAPER,AGIO PAPER & INDUSTRIES LTD.-$
516022,STARPAPER,STAR PAPER MILLS LTD.
516030,YASHPAKKA,Yash Pakka Ltd-$
516032,SARDAPPR,SARDA PAPERS LTD.
516062,NATPLY,NATIONAL PLYWOOD INDUSTRIES LTD.
516064,ARROWGREEN,Arrow Greentech Ltd
516072,VISHNU,VISHNU CHEMICALS LTD.
516078,JUMBO,JUMBO BAG LTD.
516082,NRAGRINDQ,N.R.AGARWAL INDUSTRIES LTD.
516086,SRPML,SHREE RAJESHWARANAND PAPER MILLS LTD.
516092,3PLAND,3P Land Holdings Ltd
516096,SANPA,SANGAL PAPERS LTD.
516098,VENTURA,VENTURA TEXTILES LTD.
516106,SHKARTP,SHREE KARTHIK PAPERS LTD.
516108,STHINPA,SOUTH INDIA PAPER MILLS LTD.
516110,SCANDENT,Scandent Imaging Limited
517015,VINDHYATEL,VINDHYA TELELINKS LTD.
517035,RIR,RUTTONSHA INTERNATIONAL RECTIFIER LTD.
517041,ADORWELD,ADOR WELDING LTD.
517044,IDM,INTERNATIONAL DATA MANAGEMENT LTD.
517059,SALZER,SALZER ELECTRONICS LTD.-$
517063,JETKINGQ,JETKING INFOTRAIN LTD.
517077,INDAGIV,IND-AGIV COMMERCE LTD.
517096,APLAB,APLAB LTD.-$
517119,PCS,PCS TECHNOLOGY LTD.
517146,USHAMART,USHA MARTIN LTD.
517166,SPELS,SPEL SEMICONDUCTOR LTD.
517168,SUBROS,SUBROS LTD.
517170,KLKELEC,KLK Electrical Ltd
517172,PERVASIVE,Pervasive Commodities Ltd
517174,HONAUT,HONEYWELL AUTOMATION INDIA LTD.
517201,SWITCHTE,SWITCHING TECHNOLOGIES GUNTHER LTD.
517206,LUMAXIND,LUMAX INDUSTRIES LTD.
517214,DIGISPICE,Digispice Technologies Ltd-$
517230,PAEL,PAE LTD.
517236,CALCOM,CALCOM VISION LTD.
517238,DYNAVSN,DYNAVISION LTD.
517246,BCCFUBA,BCC FUBA INDIA LTD.
517258,PRECISIO,PRECISION ELECTRONICS LTD.
517271,HBLPOWER,HBL POWER SYSTEMS LTD.-$
517273,S&SPOWER,S&S POWER SWITCHGEAR LTD.
517288,GUJARATPOLY,Gujarat Poly Electronics Ltd
517300,GIPCL,GUJARAT INDUSTRIES POWER CO.LTD.
517320,SAVINFOCO,SAVANT INFOCOMM LTD.
517330,CMI,CMI LTD.
517334,MOTHERSUMI,MOTHERSON SUMI SYSTEMS LTD.
517344,MINDTECK,MINDTECK (INDIA) LTD.
517354,HAVELLS,HAVELLS INDIA LTD.
517356,ACIIN,ACI INFOCOM LTD.
517360,SBECSYS,SBEC SYSTEMS (INDIA) LTD.
517370,INCAP,INCAP LTD.
517372,GUJINTRX,GUJARAT INTRUX LTD.-$
517380,IGARASHI,IGARASHI MOTORS INDIA LTD.
517385,SYMPHONY,Symphony Limited
517393,VINTRON,VINTRON INFORMATICS LTD.
517397,PANELEC,PAN ELECTRONICS INDIA LTD.
517399,VXLINSTR,VXL INSTRUMENTS LTD.
517411,SHYAMTEL,SHYAM TELECOM LTD.
517415,LEENEE,LEE & NEE SOFTWARES (EXPORTS) LTD.
517417,PATELSAI,PATELS AIRTEMP (INDIA) LTD.
517421,BUTTERFLY,Butterfly Gandhimathi Appliances Ltd
517429,ATHENAGLO,Athena Global Technologies Ltd-$
517431,NARMP,NARMADA MACPLAST DRIP IRRIGATION SYSTEMS LTD.
517437,DUTRON,DUTRON POLYMERS LTD.-$
517447,RSSOFTWARE,R.S.SOFTWARE INDIA LTD.
517449,MAGNAELQ,MAGNA ELECTRO CASTINGS LTD.-$
517463,LINAKS,LINAKS MICROELECTRONICS LTD.
517467,MARSONS,MARSONS LIMITED
517477,ELNET,ELNET TECHNOLOGIES LTD.-$
517494,ACCEL,Accel Ltd
517498,WEBELSOLAR,WEBSOL ENERGY SYSTEM LTD.
517500,ROTO,ROTO PUMPS LTD.
517506,TTKPRESTIG,TTK PRESTIGE LTD.
517514,DHINDIA,D&H India Ltd-$
517522,RAJGLOWIR,RAJRATAN GLOBAL WIRE LTD.
517530,SURANAT&P,Surana Telecom And Power Limited
517536,ONWARDTEC,ONWARD TECHNOLOGIES LTD.
517544,CENTUM,CENTUM ELECTRONICS LTD.
517546,ALFATRAN,ALFA TRANSFORMERS LTD.
517548,STARLITE,STARLITE COMPONENTS LTD.
517554,NHCFOODS,NHC FOODS LTD.
517562,TRIGYN,TRIGYN TECHNOLOGIES LTD.
517569,KEI,KEI INDUSTRIES LTD.
517571,INDLMETER,IMP POWERS LTD.
518011,KEERTHI,KEERTHI INDUSTRIES LTD.
518029,GSCLCEMENT,GUJARAT SIDHEE CEMENT LTD.
518075,SURAJ,SURAJ PRODUCTS LTD.
518091,APCL,ANJANI PORTLAND CEMENT LTD.-$
519003,MODINATUR,Modi Naturals Limited
519014,PRSNTIN,PRASHANT INDIA LTD.
519031,SHAHFOOD,SHAH FOODS LTD.
519064,ZKHANDEN,KHANDELWAL EXTRACTION LTD.
519091,TASTYBIT,TASTY BITE EATABLES LTD.
519097,RITESHIN,RITESH INTERNATIONAL LTD.
519105,AVTNPL,AVT NATURAL PRODUCTS LTD.
519126,HNDFDS,HINDUSTAN FOODS LTD.
519136,NAHARINDUS,NAHAR INDUSTRIAL ENTERPRISES LTD.-$
519152,VADILENT,VADILAL ENTERPRISES LTD.
519156,VADILALIND,VADILAL INDUSTRIES LTD.-$
519174,ASHAI,ASHIANA AGRO INDUSTRIES LTD.
519183,ADFFOODS,ADF FOODS LTD.-$
519191,RGRL,Retro Green Revolution Ltd
519214,WILLIMFI,WILLIAMSON FINANCIAL SERVICES LTD.
519216,AJANTSOY,AJANTA SOYA LTD.
519224,WILLAMAGOR,WILLIAMSON MAGOR & COMPANY LTD.
519230,RICHIRICH,Richirich Inventures Limited
519234,SIEL,Superior Industrial Enterprises Limited
519238,SPTRSHI,SAPTARISHI AGRO INDUSTRIES LTD.
519242,SRDAPRT,SARDA PROTEINS LTD.
519248,JVLAGRO,JVL AGRO INDUSTRIES LTD.
519260,SANWARIA,Sanwaria Consumer Ltd-$
519262,PRIMAGR,PRIMA AGRO LTD.
519279,MADHURIND,MADHUR INDUSTRIES LTD.
519285,TARAI,TARAI FOODS LTD.
519287,MODAIRY,MODERN DAIRIES LTD.
519295,BAMBINO,BAMBINO AGRO INDUSTRIES LTD.
519299,PRIMIND,PRIME INDUSTRIES LTD.
519307,VIKASWSP,VIKAS WSP LTD.
519319,JATALIA,Jatalia Global Ventures Ltd
519331,VSFPROJ,VSF PROJECTS LTD.
519353,BANSTEA,BANSISONS TEA INDUSTRIES LTD.
519359,POONADAL,POONA DAL & OIL INDUSTRIES LTD.
519383,ANIKINDS,ANIK INDUSTRIES LTD.
519397,SHINDL,SHARAT INDUSTRIES LTD.
519413,DATIWARE,Datiware Maritime Infra Ltd
519415,KMGMILK,KMG MILK FOOD LTD.
519421,KSE,KSE LTD.-$
519439,PIONAGR,PIONEER AGRO EXTRACTS LTD.
519455,NARBADA,NARBADA GEMS AND JEWELLERY LTD.
519457,VIRATCRA,VIRAT CRANE INDUSTRIES LTD.
519463,IBINFO,IB INFOTECH ENTERPRISES LTD.
519471,AMBARPIL,Ambar Protein Industries Ltd
519475,CHORDIA,CHORDIA FOOD PRODUCTS LTD.
519477,CIANAGRO,CIAN Agro Industries & Infrastructure Ltd
519483,TAIIND,TAI INDUSTRIES LTD.-$
519491,OCEAGRO,OCEAN AGRO (INDIA) LTD.
519494,NKIND,N.K.INDUSTRIES LTD.
519506,NCCBLUE,NCC BLUE WATER PRODUCTS LTD.
519532,ASIANTNE,ASIAN TEA & EXPORTS LTD.-$
519552,HERITGFOOD,Heritage Foods Limited
519566,SIMRAN,SIMRAN FARMS LTD.
519588,DFM,DFM FOODS LTD.
519600,CCL,CCL PRODUCTS (INDIA) LTD.
519602,KELLTONTEC,Kellton Tech Solutions Ltd.
519604,SURFI,SURYO FOODS & INDUSTRIES LTD.
519606,INTEGFD,INTEGRATED PROTEINS LTD.
519612,MAHAANF,MAHAAN FOODS LTD.
520008,RICOAUTO,RICO AUTO INDUSTRIES LTD.
520021,OMAXAUTO,OMAX AUTOS LTD.
520043,MUNJALSHOW,MUNJAL SHOWA LTD.
520051,JAMNAAUTO,JAMNA AUTO INDUSTRIES LTD.
520056,SUNCLAYLTD,SUNDARAM-CLAYTON LTD.
520057,JTEKTINDIA,Jtekt India Ltd
520059,MUNJALAU,MUNJAL AUTO INDUSTRIES LTD.
520066,JAYBARMARU,JAY BHARAT MARUTI LTD.
520073,RACLGEAR,RACL Geartech Ltd
520075,SAMKRG,SAMKRG PISTONS & RINGS LTD.-$
520081,ECSTSTL,EAST COAST STEEL LTD.
520086,SICAL,SICAL LOGISTICS LTD.
520111,RATNAMANI,RATNAMANI METALS & TUBES LTD.-$
520113,VESUVIUS,VESUVIUS INDIA LTD.
520119,ASAL,AUTOMOTIVE STAMPINGS & ASSEMBLIES LTD.
520121,ARCEEIN,ARCEE INDUSTRIES LTD.
520123,ABCINDQ,ABC INDIA LTD.-$
520127,BALTE,BALURGHAT TECHNOLOGIES LTD.
520131,COARO,COASTAL ROADWAYS LTD.
520141,SIBARAUT,SIBAR AUTO PARTS LTD.
520151,SHREYAS,SHREYAS SHIPPING & LOGISTICS LTD.
520155,STARLOG,Starlog Enterprises Ltd
521003,SHVSUIT,SHIVA SUITINGS LTD.
521014,EUROTEXIND,EUROTEX INDUSTRIES & EXPORTS LTD.
521016,ICIL,INDO COUNT INDUSTRIES LTD.
521018,MARALOVER,MARAL OVERSEAS LTD.
521034,SOMATEX,SOMA TEXTILES & INDUSTRIES LTD.
521036,SOURCEIND,SOURCE INDUSTRIES (INDIA) LTD.
521054,KAKTEX,KAKATIYA TEXTILES LTD.
521062,OCTAVE,Perfect-Octave Media Projects Ltd
521064,TRIDENT,TRIDENT LTD.
521068,HISARSP,HISAR SPINNING MILLS LTD.
521070,ALOKTEXT,ALOK INDUSTRIES LTD.
521080,PASARI,PASARI SPINNING MILLS LTD.
521082,SPENTEX,SPENTEX INDUSTRIES LTD.
521097,AMARJOTHI,AMARJOTHI SPINNING MILLS LTD.
521105,OLYMPTX,OLYMPIA INDUSTRIES LTD.
521109,NAGREEKEXP,NAGREEKA EXPORTS LTD.-$
521113,SUDTIND-B,SUDITI INDUSTRIES LTD.
521131,SBFL,Shree Bhavya Fabrics Ltd
521133,GEMSPIN,GEM SPINNERS INDIA LTD.
521137,EUREKAI,EUREKA INDUSTRIES LTD.
521141,ADITYASP,ADITYA SPINNERS LTD.
521149,PRIMEURB,PRIME URBAN DEVELOPMENT INDIA LTD.
521151,DHANFAB,DHANLAXMI FABRICS LTD.
521161,SLSTLQ,SRI LAKSHMI SARASWATHI TEXTILES (ARNI) LTD.-$
521163,ZODIACLOTH,ZODIAC CLOTHING CO.LTD.
521167,FRONTBUSS,FRONTLINE BUSINESS SOLUTIONS LTD.
521178,SRMCL,SRI RAMAKRISHNA MILLS (COIMBATORE) LTD.-$
521180,SUPERSPIN,SUPER SPINNING MILLS LTD.
521182,SEASONF,SEASONS FURNISHINGS LTD.
521188,UNITEDTE,UNITED TEXTILES LTD.
521194,SILINV,SIL INVESTMENTS LTD.
521200,SURYALAXMI,SURYALAKSHMI COTTON MILLS LTD.
521206,SAMTEX,SAMTEX FASHIONS LTD.-$
521210,CITYMAN,CITYMAN LTD.
521216,DHANROTO,DHANALAXMI ROTO SPINNERS LTD.
521220,DAMOINDUS,DAMODAR INDUSTRIES LTD.-$
521222,SANBLUE,SANBLUE CORPORATION LTD.
521226,UNIROYAL,UNIROYAL INDUSTRIES LTD.
521228,TATIAGLOB,TATIA GLOBAL VENNTURE LTD.
521232,SUNILTX,SUNIL INDUSTRIES LTD.
521234,SRINACHA,SRI NACHAMMAI COTTON MILLS LTD.-$
521240,SAMBANDAM,SAMBANDAM SPINNING MILLS LTD.-$
521242,KANDAGIRI,KANDAGIRI SPINNING MILLS LTD.-$
521244,CHITRTX,CHITRADURGA SPINTEX LTD.
521248,KITEX,KITEX GARMENTS LTD.
522001,CRANEX,CRANEX LTD.
522004,BATLIBOI,BATLIBOI LTD.-$
522005,AUSTENG,AUSTIN ENGINEERING CO.LTD.
522014,UNIDT,UNITED DRILLING TOOLS LTD.
522017,FLUIDOM,FLUIDOMAT LTD.
522027,EMAINDIA,EMA INDIA LTD.
522029,WINDMACHIN,WINDSOR MACHINES LTD.
522034,SHANTIGEAR,SHANTHI GEARS LTD.
522036,MIVENMACH,MIVEN MACHINE TOOLS LTD.
522064,HONDAPOWER,HONDA SIEL POWER PRODUCTS LTD.
522073,HITECHGEAR,The Hi-Tech Gears Ltd
522074,ELGIEQUIP,ELGI EQUIPMENTS LTD.
522091,UVDRHOR,UNITED VAN DER HORST LTD.
522101,KLBRENG-B,KILBURN ENGINEERING LTD.
522105,BIRLAPREC,BIRLA PRECISION TECHNOLOGIES LTD.
522108,YUKEN,YUKEN INDIA LTD.-$
522113,TIMKEN,TIMKEN INDIA LTD.
522122,VOITHPAPR,VOITH PAPER FABRICS INDIA LTD.-$
522134,ARTSONEN,ARTSON ENGINEERING LTD.
522152,SOLIMAC,SOLITAIRE MACHINE TOOLS LTD.
522163,DIAPOWER,Diamond Power Infrastructure Limited-$
522165,INDSILHYD,INDSIL HYDRO POWER AND MANGANESE LTD.-$
522171,TMTIND-B1,TMT (INDIA) LTD.
522183,ITL,ITL INDUSTRIES LTD.-$
522195,FRONTSP,FRONTIER SPRINGS LTD.
522205,PRAJIND,PRAJ INDUSTRIES LTD.
522207,RASANDIK,RASANDIK ENGINEERING INDUSTRIES INDIA LTD.-$
522209,YOGISUNG,YOGI SUNG-WON (INDIA) LTD.
522215,HLEGLAS,HLE Glascoat Ltd
522217,GUJAPOLLO,GUJARAT APOLLO INDUSTRIES LTD.
522229,TANAA,TANEJA AEROSPACE & AVIATION LTD.-$
522231,CONART,CONART ENGINEERS LTD.-$
522237,SHIVAGR,SHIVAGRICO IMPLEMENTS LTD.
522241,MMFL,M.M.FORGINGS LTD.-$
522245,IYKOTHITE,IYKOT HITECH TOOLROOM LTD.
522249,MAYURUNIQ,MAYUR UNIQUOTERS LTD.-$
522251,CENLUB,CENLUB INDUSTRIES LTD.
522257,RAJOOENG,RAJOO ENGINEERS LTD.-$
522263,JMCPROJECT,JMC PROJECTS (INDIA) LTD.-$
522267,VJLAXMIE,VEEJAY LAKSHMI ENGINEERING WORKS LTD.-$
522273,AHMDSTE,AHMEDABAD STEELCRAFT LTD.
522275,GET&D,GE T&D India Ltd
522281,RAMRAT,RAM RATNA WIRES LTD.-$
522285,JAYNECOIND,JAYASWAL NECO INDUSTRIES LTD.
522287,KALPATPOWR*,KALPATARU POWER TRANSMISSION LTD.
522289,NMSRESRC,NMS Resources Global Ltd
522292,CHANDNI,Chandni Textiles Engineering Ind. Ltd
522294,TIGLOB,T & I GLOBAL LTD.
522295,CONTROLPR,CONTROL PRINT LTD.-$
522650,BEMHY,BEMCO HYDRAULICS LTD.
523007,ANSALBU,ANSAL BUILDWELL LTD.-$
523011,WEIZMANIND,WEIZMANN LTD.
523019,BNRSEC,B.N.RATHI SECURITIES LTD.
523021,RISHITECH,RISHI TECHTEX LTD.
523023,SINCLAIR,SINCLAIRS HOTELS LTD.-$
523025,SAFARIND,SAFARI INDUSTRIES (INDIA) LTD.
523054,ZBINTXPP,BINAYAK TEX PROCESSORS LTD.
523062,JJFINCOR,J.J.FINANCE CORPORATION LTD.
523100,COSMOFE,COSMO FERRITES LTD.-$
523105,ZPPOLYSA,PLANTER POLYSACKS LTD.
523113,FUTURSEC,FUTURISTIC SECURITIES LTD.
523116,SANCTRN,SANCO TRANS LTD.
523120,ADORMUL,ADOR MULTIPRODUCTS LTD.
523127,EIHAHOTELS,EIH ASSOCIATED HOTELS LTD.-$
523144,MEDICAPQ,MEDI-CAPS LTD.-$
523151,OTCO,OTCO INTERNATIONAL LTD.
523160,MORGANITE,MORGANITE CRUCIBLE (INDIA) LTD.
523164,SIPIND,SIP INDUSTRIES LTD.
523186,BAPACK,B&A Packaging India Limited
523204,ABAN,ABAN OFFSHORE LTD.
523207,KOKUYOCMLN,KOKUYO CAMLIN LTD.-$
523222,SRMENERGY,SRM ENERGY LTD.
523229,BHARATSE,BHARAT SEATS LTD.-$
523232,CONTPTR,CONTINENTAL PETROLEUMS LTD.
523242,NBFOOT,NB FOOTWEAR LTD.
523248,MACPLASQ,MACHINO PLASTICS LTD.-$
523260,PEARLPOLY,PEARL POLYMERS LTD.
523261,VENKYS,VENKY&#39;S (INDIA) LTD.
523269,ADVANIHOTR,ADVANI HOTELS & RESORTS (INDIA) LTD.
523277,GVFILM,GV FILMS LTD.
523283,SUPERHOUSE,SUPERHOUSE LTD.
523289,RAMAVISION,RAMA VISION LTD.
523301,TCPLPACK,TCPL PACKAGING LTD.-$
523315,PURITY,PURITY FLEX PACK LTD.
523319,BALMLAWRIE,BALMER LAWRIE & CO.LTD.
523323,KOVAI,KOVAI MEDICAL CENTER & HOSPITAL LTD.
523329,ELDEHSG,ELDECO HOUSING & INDUSTRIES LTD.
523343,MICROSE,MICROSE INDIA LTD.
523351,STDSHOE,STANDARD SHOE SOLE AND MOULD (INDIA) LTD.
523367,DCMSHRIRAM,DCM Shriram Limited
523369,DCMSRMIND,DCM SHRIRAM INDUSTRIES LTD.-$
523371,MAWANASUG,MAWANA SUGARS LTD.
523373,MINID,MINI DIAMONDS (INDIA) LTD.
523384,MAHAPEXLTD,MAHA RASHTRA APEX CORPORATION LTD.
523385,NILKAMAL,NILKAMAL LTD.
523391,NAHARPOLY,NAHAR POLYFILMS LTD.
523395,3MINDIA,3M INDIA LTD.
523398,JCHAC,Johnson Controls-Hitachi Air Conditioning India Ltd
523405,JMFINANCIL,JM FINANCIAL LTD.-$
523411,ADCINDIA,ADC India Communications Limited-$
523419,TNTELE,TAMILNADU TELECOMMUNICATIONS LTD.
523425,SUNRAJDI,SUNRAJ DIAMOND EXPORTS LTD.
523445,RIIL,RELIANCE INDUSTRIAL INFRASTRUCTURE LTD.
523449,SHARP,SHARP INDIA LTD.
523457,LINDEINDIA,Linde India Limited
523465,INDBNK,IND BANK HOUSING LTD.
523475,LOTUSCHO,LOTUS CHOCOLATE CO.LTD.
523483,PACIFICI,PACIFIC INDUSTRIES LTD.
523489,CMMHOSP,CHENNAI MEENAKSHI MULTISPECIALITY HOSPITAL LTD.-$
523519,UNIOFFICE,UNIVERSAL OFFICE AUTOMATION LTD.
523537,APMIN,APM INDUSTRIES LTD.-$
523539,PRECWIRE,PRECISION WIRES INDIA LTD.
523550,KRYPTONQ,KRYPTON INDUSTRIES LTD.
523558,NETWORK,NETWORK LTD.
523566,MARBU,MARTIN BURN LTD.
523574,FEL,Future Enterprises Ltd
523586,INDTONER,INDIAN TONERS & DEVELOPERS LTD.-$
523594,KUNSTOFF,KUNSTSTOFFE INDUSTRIES LTD.
523598,SCI,SHIPPING CORPORATION OF INDIA LTD.
523606,SIKA,SIKA INTERPLANT SYSTEMS LTD.
523610,ITI,ITI LTD.
523618,DREDGECORP,DREDGING CORPORATION OF INDIA LTD.
523620,PHRMASI,PHAARMASIA LTD.
523628,PODDAR,Poddar Housing and Development Ltd
523630,NFL,NATIONAL FERTILIZERS LTD.
523638,IPRINGLTD,IP RINGS LTD.-$
523642,PIIND,PI Industries Ltd
523648,PLASTIBLEN,PLASTIBLENDS INDIA LTD.-$
523650,REDEXPR,REDEX PROTECH LTD.
523652,KKPLASTICK,Kkalpana Plastick Limited
523660,WATERBASE,WATERBASE LTD.
523672,FLEXFO,FLEX FOODS LTD.-$
523676,GOLKUNDIA,GOLKUNDA DIAMONDS & JEWELLERY LTD.
523694,APCOTEXIND,APCOTEX INDUSTRIES LTD.
523696,FORTISMLR,Fortis Malar Hospitals Limited
523704,MASTEK,MASTEK LTD.
523708,EIMCOELECO,EIMCO ELECON (INDIA) LTD.
523710,SAYAJIHOTL,SAYAJI HOTELS LTD.
